id,title,desc,loc,date,tags
8166,WCBN's T. Hetzel interviews Naomi Shihab Nye,"Sweetland lecturer T. Hetzel, the host of the acclaimed WCBN produced radio program ""Living Writers"" will be sitting down for a talk with Zell Distinguished Poet in Residence Naoi Shihab Nye. T Hetzel hosts Living Writers, a weekly radio program on WCBN FM Ann Arbor. T.'s talent for putting her guests at ease generates insightful and interesting hour-long conversations with local and visiting writers about their craft and new work. She teaches writing at the University of Michigan and lives on the west side. Naomi Shihab Nye describes herself as a “wandering poet.” She has spent 35 years traveling the country and the world to lead writing workshops and inspire students of all ages. Nye was born to a Palestinian father and an American mother and grew up in St. Louis, Jerusalem, and San Antonio. Drawing on her Palestinian-American heritage, the cultural diversity of her home in Texas, and her experiences traveling in Asia, Europe, Canada, Mexico, Central and South America and the Middle East, Nye uses her writing to attest to our shared humanity. There will be live entertainment from School of Music Jazz Performance Studies major Kirsten Carey and refreshments in the form of WCBN's 40th birthday blend coffee - courtesy of the Ugly Mug.",Map Work Gallery 306 South State Street,['2012-01-25 19:30'],"['Free', 'Free food', 'Jazz', 'Literary', 'Music', 'Wcbn', 'Work gallery']"
8170,UMix: A Night Among the Stars,"This Friday, we're bringing Hollywood to the Michigan Union for UMix: A Night Among the Stars! Walk the red carpet and have your photo taken by our paparazzi photographers. Help solve the crime in our murder-mystery dinner theatre, with great food and lots of excitement. Come see Twilight Breaking Dawn Part 1 and enjoy fresh movie popcorn and boxed movie candy. On top of this, we'll have a free tailgate buffet, free billiards and video games, karaoke, and Hollywood trivia in our Late Night Knowledge trivia tournament. You don't want to miss it! It all happens this Friday, January 27, from 10pm-2am at the Michigan Union!",Map Michigan Union,['2012-01-27 22:00'],"['Film', 'Free', 'Free food', 'Michigan union', 'Movie', 'Umix']"
8183,Cupid Don't Know @#$& About Me,"*The Coalition for Queer People of Color, H.E.A.D.S., and the LGBT Issues Commission invites you to join us for a night you won't soon forget! Recently described as one of the most highly sought after slam poets in Philadelphia, J Mase III is a BLACK/TRANS/GAY/ROWDY-AS-HELL performance artist who has rocked the house from venues in San Francisco to New York City. Now he's coming to Ann Arbor to bring us his perspective on life, love and heartbreak. J Mase has the power to draw in ANY crowd with his style, witt and in-your-face performance. You definitely don't want to miss out: 7-7:30p Introduction/Open Mic 7:30-8:15p J Mase III 8:15p-8:30p Question & A with J Mase 8:30-10p Mixer Sponsored by the Office of Multi-ethnic Student Affairs (MESA) and the Spectrum Center *The Coalition for Queer People of Color is a NEW campus organization made up of Michigan students, faculty and staff all committed to building community around, and highlighting the lived experiences of, queer people of color. Questions? Email the coalition@umich.edu",Map Michigan League - Underground (Basement),['2012-02-09 19:00'],"['Free', 'Lgbtq', 'Multicultural', 'Poetry', 'Social', 'Social justice']"
8237,MI Favorite Comic Finale			,"Come and enjoy the comedic stylings of the best comedians on campus. The finalists are Charlie Galagher, Nick Drew, Waleed Mansour, and Dan Gantman. They will compete for a $150 prize, trophy, and title as MI Favorite Comic 2012.",Map Michigan League - Ballroom,['2012-02-08 20:00'],"['Comedian', 'Comedy', 'Free']"
8239,Film Connections,"Screening of ""Biutiful"" with Javier Bardem on February 8th at 7:00pm in the Great Lakes North room at Palmer Commons! Partnership with the Spanish Club!",Map Palmer Commons - Great Lakes North,['2012-02-08 19:00'],"['Film screening', 'Free']"
8275,UMix: Share the Love,"On Friday, February 10, the Center presents a night of Valentine fun for everyone at UMix: Share the Love! Here's the rundown of what we have planned: The Roommate Game: How well do you know your friends? Play our version of the Newlywed Game for great prizes and to test your knowledge of your friends. Make your own gingerbread love shack. Create valentine cards for kids staying at the U-M Mott Children's Hospital. Karaoke The continuation of the Late Night Knowledge UMix trivia tournament! A pre-release screening of ""The Muppets"" Route 66 BBQ buffet Billiards & video games As always, everything at UMix is 100% free for students. Join us at the Michigan Union on Friday, February 10 from 10pm-2am for UMix: Share the Love!",Map Michigan Union,['2012-02-10 22:00'],"['Film', 'Free', 'Free food', 'Late night', 'Umix', ""Valentine's day""]"
8409,Skate Break!			,"Come chill out with us on an outdoor ice skating rink! Come to skate, get some free swag, and take part in a variety of other fun activities.",Map Pierpont Commons - North Campus Diag,"['2012-02-17 12:00', '2012-02-18 12:00']","['Free', 'Ice skating', 'North campus', 'Outdoors']"
8410,Michigan Madness	,"Get ready to cheer on your favorite team for this years March Madness! Come out to the Pierpont Rec Space March 15th, 16th, 24th and 25th for a game day viewing party with FREE food and lots of giveaways. Don't forget the national championship viewing party on April 2nd. Follow us @uminvolvement for more updates!",Map Pierpont Commons - Rec Lounge,"['2012-03-15 12:00', '2012-03-16 12:00', '2012-03-24 18:00', '2012-03-25 18:00', '2012-04-02 18:00']","['Basketball', 'Free', 'North campus', 'Sports event']"
8411,Open Mic Night	,Come show off your talents and earn a chance to qualify for the Best of the Best Show or just come to relax and enjoy the performances!,Map Michigan League - Underground,['2012-02-15 20:00'],"['Free', 'Open mic', 'Performance']"
8450,UMix on Ice!,"Join us Friday, February 17 as we bring an outdoor ice rink to North Campus! UMix is moving to Pierpont Commons and the North Campus Diag for one special weekend you won't want to miss. We'll have free skate rental and ice skating on our awesome outdoor rink, and all kinds of warm & cozy ski lodge fun inside of Pierpont Commons. Beyond ice skating, activities include a hot cocoa station, make-your-own snow globes, karaoke, billiards, a nacho & taco buffet, and a screening of the Academy Award-nominated hit ""Tinker Tailor Soldier Spy"" before it arrives on DVD. We'll see you up on North Campus on Friday, February 17 from 10pm-2am!",Map Pierpont Commons,['2012-02-17 22:00'],"['Film', 'Free', 'Free food', 'Ice skating', 'Movie', 'North campus', 'Outdoors', 'Umix']"
8474,P.R.O.F.S. Lecture on Higher Education Funding,"Ever since Obama's visit to campus the subject of the cost of higher education has become a hugh topic across college campuses. Want to learn more about current higher education funding structures, tuition, financial aid and much more? Come hear Professor Stephen DesJardins, Chair of U-M's Center for the Study of Higher and Postsecondary Education, engage with students about higher education funding! FREE pizza and refreshments provided!",Map Michigan Union - Pond Room,['2012-02-21 18:00'],"['Free', 'Free food', 'Mortar board']"
8543,Stage Combat Demonstration and Open House,"Join Ring of Steel for a free swordplay and stunt demonstration for preteen thru adult fans & aficionados of special f/x and action movies! From pirates to Jedi, from knights & cavaliers to the elemental-bending champions of light and dark, we bring the action scenes to life. A variety of props including broadswords, rapiers, katanas, throwing stars, whips, and stage guns will be on display for audience members to hold and examine. Live what others only watch on the screen!","Off Campus Location - Student Theater Arts Complex, 1201 Kipke Dr",['2012-03-10 11:00'],"['Film', 'Free', 'Stage combat', 'Student theater', 'Theater', 'Theatrical combat']"
8566,UMix and the Union of Doom,"Journey through the Michigan Union on this Indiana-Jones-style scavenger hunt extravaganza! On Friday, March 9, the Union will be transformed into a challenge-filled course, just like ""Legends of the Hidden Temple."" Form teams and complete the challenges first, and you could unlock the door to a hidden treasure trove with great prizes. Be careful! Tricks, traps, and hidden passages may be at every turn. On top of this, we'll have the continuation of our Late Night Knowledge trivia tournament, a free midnight buffet, billiards & video games, and karaoke. Plus, we'll have a pre-release screening of the hit movie ""War Horse"" before it's out on DVD. Join us at the Michigan Union from 10pm-2am on Friday, March 9 for UMix and the Union of Doom!",Map Michigan Union,['2012-03-09 22:00'],"['Film', 'Free', 'Free food', 'Michigan union', 'Movie', 'Prizes', 'Umix']"
8578,Does God Exist?,"Join your fellow students in attending a professional debate hosted by the Secular Student Alliance Michigan Chapter over what is, if taken seriously, one of the most important questions anyone can ask: Does God Exist? The debate will be held in the Rogel Ballroom on the second floor of the Michigan Union. Debating the answer to this question will be JT Eberhard and John Allen. The debaters will each get a 15 minute opening statement, followed by 2 sets of 5 minute rebuttals and 5 minute closing statements. After the closing statements, there will be a half hour Q&A with the audience. JT Eberhard is a National SSA Campus Organizer, co-founder of the Missouri State University Church of the Flying Spaghetti Monster which became one of the nation's largest college skeptic groups, co-founder of the Skepticon annual convention, and speaks regularly at secular events. He has participated in several debates on religion and gay rights. He maintains a blog at http://freethoughtblogs.com/wwjtd and is also a contributing writer to http://www.atheismresource.com/ John Allen is a Campus Minister for New Life Church here in Ann Arbor, focusing on Evangelism and Apologetics. His New Life profile is found at http://www.nlcweb.org/johnallen/ Invite your friends!",Map Michigan Union - Rogel Ballroom,['2012-03-07 19:00'],"['Atheism', 'Christianity', 'Debate', 'Freethinkers', 'Glorify god', 'God', 'Literary', 'Multicultural', 'New life', 'Presentation', 'Religious', 'Secularism', 'Social justice', 'Student org']"
